text,emotion,category
Прекрасна архітектура будівлі.  Мені як туристові дуже сподобалася,Happiness,Gratitude / Positive Feedback
"Сьогодні забрали із притулку нового члена нашої родини. Велике дякую всьому персоналу (особливо кінологу Олегу) за професіоналізм, чуйність, чесність (вам не намагаються ""впхнути"" тварину, а розумно пояснюють всі можливі труднощі).  Окремо…",Happiness,Gratitude / Positive Feedback
"Звичайний педагогічний коледж. Є на ньому спортивний майданчик, тренажерний комплекс, футбольний майданчик за який я хочу подякувати керівникам коледжу окремо.",Happiness,Gratitude / Positive Feedback
"Подзвонив запитати деякі нюанси по угоді, таке почуття що нотаріусу взагалі не цікаво щось обговорювати",Anger,Complaint / Dissatisfaction
"Здавала тут практичний іспит.
Дуже приємний персонал, все чистенько, сучасно, швидко.
Інспектор мега лояльний та адекватний, місії завалити не було.  Чітко…",Happiness,Gratitude / Positive Feedback
"Гоґвортс в Україні, так, так, відчуття там саме такі. Гуляв і думав, де моя мітла, треба терміново політати довкола.
Дуже атмосферне, чарівне місце, його архітектура вражає уяву.…",Happiness,Gratitude / Positive Feedback
Касиру віконці#3 зовсім не орієнтується в свої роботі. Не добачає окуляр немає дивися через лупу. Взагалі не знає ПРОГРАМИ РОБОТИ. За три години відпустили 3-ри людини це жах.,Anger,Complaint / Dissatisfaction
"Перше враження позитивно) Я рада, що моя дочка надійшла і буде тут вчитися))",Happiness,Gratitude / Positive Feedback
Незабутні враження та гарні фото на згадку гарантовані.,Happiness,Gratitude / Positive Feedback
"Якщо ви в Чернівцях проїздом і хочете відвідати їх знаменитий університет - можете одразу відкинути цей задум, бо на його територію без платної екскурсії вас просто не впустять. Вперше бачу таку політику щодо відвідувачів, не всі…",Anger,Complaint / Dissatisfaction
Прекрасне обслуговування у пані Надії Шевчук-Малькут. Обслуговують мене уже вдруге і я приємно вражена позитивом і професійністю),Happiness,Gratitude / Positive Feedback
"А як щодо житла тим, чиї домівки окуповані з 2014го?",Sadness,Question / Request for Help
"Щиро дякую співробітникам цього сервісного центру за допомогу в отриманні водійського посвідчення, у мене була дуже складна ситуація через недбалість працівників МВС 8049(Київ, Павла Усенка), де мені відмовили в допомозі попри те що самі…",Happiness,Gratitude / Positive Feedback
"Задоволений роботою цього Бюро. Із задоволенням захотілося залишити відгук для рекомендації іншим людям. Дуже багато роботи зробили. Все частинами було в мене, заплутано. Всім розібралися і всі документи оформили. Добре допомогли, дякую",Happiness,Gratitude / Positive Feedback
"Фахівці бюро намагаються зрозуміти й у міру сил допомогти, але вибір адвокатів катастрофічно малий.",Sadness,Complaint / Dissatisfaction
"Доброго дня, консультацію проводив Станіслав Васильович, все чітко і зрозуміло пояснив, залишилися хороші враження, дякую!",Happiness,Gratitude / Positive Feedback
"Звертався за допомогою юр.підтримки до Валерії Олексіївни. Професіонал своєї справи, дуже допомогла, дякую!",Happiness,Gratitude / Positive Feedback
Дякую юристу Олександру Павловичу за консультацію з приводу перерахунку військової пенсії,Happiness,Gratitude / Positive Feedback
Чудова школа з гарними викладачами та чудовою подачею інформації.,Happiness,Gratitude / Positive Feedback
"Будівля дуже гарна, на площі перед адміністрацією є два красиві фонтани⛲",Happiness,Gratitude / Positive Feedback
"Рекомендую туристам відвідувати. Піднятися на самий верх, це ще пригода))) Побачити з вежі Трабант (автомобіль з НДР, відомий на весь світ) на даху іншого будинку, це взагалі, шедевр)))…",Happiness,Suggestion / Idea
"школа дуже подобається.Ходжу 4 день. Хочу щоб школа ставала ще краще, бажаю їй просування в цій сфері. Хороші вчителі, смачна їжа, якщо що можуть допомогти. Коштують кондиціонери та комп'ютери в кожній аудиторії. Дотримується комфортна…",Happiness,Gratitude / Positive Feedback
"Відгуляли день народження з подругами, подруга перебрала та трапилася інтоксикація. Домашні засоби не допомагали, викликали приватну швидку додому. Швидко приїхали, привезли всі ліки, поставили крапельницю – вітаміни та сорбент. Через пару годин подруга прийшла до тями. Дякую за допомогу!",Happiness,Gratitude / Positive Feedback
"Дуже гарне приміщення в центрі міста на площі Ринок. Навколо завжди тисячі туристів, які приїхали сюди з усього світу на екскурсію.
Ця ратуша – четверта за всю історію міста. Перші дві знищили пожежі, третю…",Neutral,Neutral Comment
"будівля хороша, гарна, якість викладання та актуальність предметів - не завжди",Sadness,Complaint / Dissatisfaction
"Здавала практичний іспит тут. Задоволена результатом, маршрути хороші і інструктор Остапенко класний, якщо попадете до нього то вам пощастило",Happiness,Gratitude / Positive Feedback
"Працюють досвідчені фахівці, швидко та якісно допомогли вирішити моє питання",Happiness,Gratitude / Positive Feedback
Дуже хороший сервіс. На всі запитання були надані професійні та чіткі відповіді. Щиро вдячний за якісну юридичну допомогу.,Happiness,Gratitude / Positive Feedback
"Дуже задоволена якістю виконаних робіт. Всі обумовлені моменти враховані, робота виконана вчасно, незважаючи на стислий термін. Надалі звертатимуся ще.",Happiness,Gratitude / Positive Feedback
"Підлога дуже чиста, я в шоці, але сам заклад мене лякає, тому оцінка низька",Fear,Complaint / Dissatisfaction
"дуже гарний та атмосферний університет, той хто любить старовинну архітектуру та хоче почути історію та минуле цього дива, має побувати тут, ціна квитка на екскурсію на 2024 рік складає 100 грн з людини.",Happiness,Gratitude / Positive Feedback
"Практичний іспит склала з 2-го разу , інспектором був Остапенко Андрій 👍 чітко проговорює свої дії !
Окремо хочу подякувати, порекомендувати  автошколі « Авто Сіті» м. Бориспіль за цінні знання , підтримку та віру !…",Happiness,Gratitude / Positive Feedback
"Шикарна будівля та двір, нам дуже сподобалася, одна з найкращих споруд університетів в Україні. Жаль тільки стороннім не можна всередині погуляти.",Happiness,Gratitude / Positive Feedback
Подавали документи на паспорт. Все сподобалось. Дякую,Happiness,Gratitude / Positive Feedback
"Враження тільки негативні . Коли я отримала диплом , спочатку здалося що це якась довідка з лікарні . Ми чекали 2 місяці , і отримали в результаті дипломи з дешевого паперу та неякісної фарби . Хоча ми здавали на це кошти . Це неповага до студентів , просто ганьба .",Anger,Complaint / Dissatisfaction
Відвідував нещодавно ЦНАП м.Черкаси. Послуги надали якісно та в повному обсязі. Особлива подяка за ввічливе ставлення до громадян.,Happiness,Gratitude / Positive Feedback
"https://finance.ua Допомога та пільги для учасників бойових дій і їхніх дітей: де, як, скільки Які виплати передбачені УБД? Яку пенсію отримують військові? Соціальні гарантії для військових. Допомога дітям військових https://finance.ua",Neutral,Question / Request for Help
"Прекрасне місце, історична пам'ятка, хоча  місцями пошарпаний, та це добавляй певного шарму. Рекомендую для відвідування.",Happiness,Gratitude / Positive Feedback
"БУДЬ ЛАСКА, ЗВЕРНІТЬ УВАГУ НА ВІДГУК У ПРИКРІПЛЕНИХ ЗОБРАЖЕННЯХ, ВСЕ НЕ ВМІСТИЛОСЯ!…",Neutral,Question / Request for Help
"Доброго дня ,якщо квартира у спільно сумісній власності , як діяти?",Neutral,Question / Request for Help
"Найкрасивіший і незвичайніший університет, побачений мною. На території чудовий дендропарк.
Але якщо прийти раніше, можна чудово погуляти територією на самоті.",Happiness,Gratitude / Positive Feedback
"Робили роботу в цій організації, все зроблено було у терміни та на високому рівні",Happiness,Gratitude / Positive Feedback
"Для чого взагалі існує це місце, щоб за державні гроші сиділи некомпетентні клуші пили каву і получали зарплату",Anger,Complaint / Dissatisfaction
"Навчальний заклад it-спрямованості. Одне з найкращих у Харкові. Напрями: прогамування, адміністрування, дизайн, а також мала академія для дітей.",Happiness,Gratitude / Positive Feedback
"Рада, що знайшла цю компанію на просторах інтернету, і тепер працюю з її фахівцями. І вже по перших кроках роботи бачу, що те, що для мене здавалося проблемою і лякало, хлопці зроблять, оформлять, зареєструють, введуть в експлуатацію,…",Happiness,Gratitude / Positive Feedback
"Керівництво цього університету позиціонують університет як сучасний, але дозвонитися у деканат неможливо через те, що там всі телефонні номери міські, а не мобільні. Де тут сучасність, як що не можете забезпечити унівеситет сучасним зв`язком?",Anger,Complaint / Dissatisfaction
Давно співпрацюю з цією компанією. Індивідуальний та професійний підхід до кожного клієнта.,Happiness,Gratitude / Positive Feedback
"Підкажіть будь ласка, а що робити тим в кого на окупованій території будинок забрали, а речі з нього вивезли російські військові. Що мені потрібно робити?",Sadness,Question / Request for Help
Забирав свідоцтво. Все швидко і чемно. Мені сподобалось. Я після читання коментарів був налаштований на погане обслуговування. Але на щастя воно не виправдалось.,Happiness,Gratitude / Positive Feedback
"Звертались в паспортний стіл. Були приємно вражені обслуговуванням, швидкістю, ввічливістю, станом приміщення!)
Окремо дякуємо Людмилі Коваленко.",Happiness,Gratitude / Positive Feedback
"Три тільки за те, що я годину не зміг додзвонитися до оператора, і ніхто не передзвонив.",Anger,Complaint / Dissatisfaction
"Навчальний заклад, супер, теоретична підготовка за короткий термін.Рекомендую. Бажаю автошколі процвітання і розвитку.",Happiness,Gratitude / Positive Feedback
"Цікава старовинна будівля Австрійско-Габзбурзького періоду. В будівлі є пожежна частина, найдавніша в країні (більше 100 років). Фотогінічне місце. Парковка відсутня. Поблизу Високій замок.",Neutral,Neutral Comment
"Робила тут два паспорти, персонал дуже ввічливий і хоча термін 20 робочих днів, обидва зробили за два тижні. Дякую за Всшу роботу",Happiness,Gratitude / Positive Feedback
"Була у Романа Володимировича по військовому питанню, дякую за консультацію",Happiness,Gratitude / Positive Feedback
"У будинку за адресою Калнишевського 4а уже півтора місяці практично немає гарячої води. Багато разів звертались у ЛКП Левандівка, відповідь добре ми подивимось це тепловий лічильник або котельня винна. Нічого так і не змінилось і зараз з…",Anger,Complaint / Dissatisfaction
"Адвокатське бюро надає якісні послуги, дуже допомогли з довгою суперечкою із сусідами з приводу псування майна, всі гроші відшкодували. Дуже вдячний, рекомендую.",Happiness,Gratitude / Positive Feedback
"Був у юриста Романа Володимировича, консультацією задоволений",Happiness,Gratitude / Positive Feedback
Працюють над помилками. Загальне враження змінилося на краще.,Happiness,Gratitude / Positive Feedback
"дякую за чудово виконану роботу, менеджеру Ірині за пояснення та прийом",Happiness,Gratitude / Positive Feedback
Хороший навчальний заклад із сучасними спеціальностями та добрими викладачами. Навчався з 2012 по 2016 рік за спеціальністю пов'язаною з радіотехнікою та залишився дуже задоволеним. Рекомендую!…,Happiness,Gratitude / Positive Feedback
"Дуже красива будівля.  Ввічливі співробітники. Швидко і грамотно. вирішують документи, що подають до Державної установи.",Happiness,Gratitude / Positive Feedback
"Дуже красива архітектура.
Близько від вокзалу.
Дуже шкода, що всі входи закриті і не можна подивитися на заклад ближче.",Sadness,Complaint / Dissatisfaction
"Відвідала сервісний центр, залишилася ДУЖЕ задоволена чемністю та розумінням персоналу, ( хоча виглядали  виснаженними ), заміснику керівника відділу , подяка, за його терпіння та розсудливість. Надали послугу  за 20хвилин. Відвідувачі, я…",Happiness,Gratitude / Positive Feedback
"Дуже гарна архітектура!  Але єдиний мінус... За вхід без екскурсії платиш гроші і за ті гроші можна погуляти тільки по території,  а в сам університет вам зайти ніхто не дозволить і це трішки руйнує ідеальну репутацію)",Sadness,Complaint / Dissatisfaction
"Я навчаюся вже третій рік, я неможу сказати що академія погана чи хороша, але це місце де кожен може проявини себе в суспільстві, у мене майстерність проявляеться у дизайні и фото редакціі, с ПО та програмуванням у мене проблеми але є гарні…",Neutral,Neutral Comment
"Я не раджу сюди йти вчитися. Інтер'єр як у поліклініці.  Диплом не престижний. Навчають за сало. Шановні студенти, досить ставити 5 зірок у відгуках за залік. Ще й одного дня всі зайшли поставили, хоча б не палилися так.",Anger,Complaint / Dissatisfaction
"Красиве місце,чцдова площа.Але! Університет з не дуже доброю репутацією.",Sadness,Complaint / Dissatisfaction
"Я задоволена послугами Сервісного центру, а інспектора дуже приємні та справедливі.",Happiness,Gratitude / Positive Feedback
Відмінний вуз! Всім раджу. Ще у них група вк прикольна.,Happiness,Gratitude / Positive Feedback
"Субота, 12.32, на робочих місцях аж 4 особи з 30 можливих вікон,",Sadness,Complaint / Dissatisfaction
"Тричі був, і щоразу засідання не було з найрізноманітніших надуманих причин самими суддями; при цьому всі сторони були",Anger,Complaint / Dissatisfaction
"Комунікабельний, ввічливий колектив, який професійно та швидко виконує свою роботу. Позитивні враження, дуже задоволена.",Happiness,Gratitude / Positive Feedback
"Валерія Олексієвною- найкращий спеціаліст!
Дуже рекомендую!",Happiness,Gratitude / Positive Feedback
Дуже задоволена кваліфікованою  допомогою юриста Віктора Миколайовича. Будемо звертатися для подальшої співпраці. Дякую,Happiness,Gratitude / Positive Feedback
"Працівники молодці,всім приділяють увагу і виконують свої професійні обов'язки...👍👍👍…",Happiness,Gratitude / Positive Feedback
"Ця Академія багато чого може навчити, це ваш КРОК у майбутнє.",Happiness,Gratitude / Positive Feedback
"Нам прикро, що ви потрапили в таку ситуацію. Сподіваємось, що з вами та вашими близькими все добре і ви в безпеці.  Будемо вдячні за подробиці в службу підтримки, щоб ми допомогли – https://chat.diia.gov.ua  В чатботі виберіть продукт єВідновлення та натисніть «Запитати менеджера».",Sadness,Question / Request for Help
"Консультувався у Валерії Павлівний, все дуже добре, просто і зрозуміло, Велике дякую Валерія Павлівна",Happiness,Gratitude / Positive Feedback
"За «роботу» цієї компанії не можна поставити жодної зірки. Обслуговування будинку лише на паперах, але гроші люди платять за це «обслуговування» реальні. Домогтися від них вирішення проблеми, що виникла в будинку, неможливо. За Гудименком 6…",Anger,Complaint / Dissatisfaction
"Якщо хочеш здобути не лише освіту, а ще й знання – тут здобути їх можна. Але так чи інакше вищий навчальний заклад не найпрестижніший і диплом не сам затребуваний, але це виключно якщо йдеш не на держслужбу або службу в органах місцевого…",Neutral,Neutral Comment
"Велике спасибі фахівцям Бюро Спадщини та Нерухомості, надали швидку та своєчасну допомогу, рекомендую у вирішенні будь-яких питань",Happiness,Gratitude / Positive Feedback
Добрий день!!!!Хочу залишити свій відгук про комп'ютерну академію КРОК!!!!Я тільки надійшла і мені дуже подобається!!!!!Дуже добрі викладачі!!!!,Happiness,Gratitude / Positive Feedback
"Був у Романа Володимировича з приводу відстрочки від мобілізації,допоміг вирішити моє питання. Дякую.",Happiness,Gratitude / Positive Feedback
"Моя подяка адвокату Задерій Олександру Віталійовичу. Звернулася я  по вступу в спадок на земельний пай, через суд, потрібно було доказати родинні зв’язки з спадкодавцем, зв’язок рідних і т.д. Архіви з часів Великої Вітчизняної Війни не…",Happiness,Gratitude / Positive Feedback
Школа хороша пояснюють доступно мені дуже подобається,Happiness,Gratitude / Positive Feedback
"Відмінне нове місце, все дуже цивілізовано, чисто та професійно, всім раджу.",Happiness,Gratitude / Positive Feedback
"Днями була на прийомі в ЦНАПі на прописці.Приємно вражена. Спеціалісти чемні,привітні, намагаються все розпитати з метою вирішення проблеми. Досить швидко отримала послугу, повідомили як внести зміни в чіп ІД. Була у спеціаліста на місті 11. Дуже вдячна за допомогу. Професійно, привітно, з гумором😁😷…",Happiness,Gratitude / Positive Feedback
"Зручно та швидко, майже без черг. Плата за послуги відбувається в терміналі в самому приміщенні біля якого чергує персонал. Є можливість розрахуватися карткою. В цілому задоволення від сервісу є. Мої рекомендації.",Happiness,Gratitude / Positive Feedback
"Сьогодні була на консультації у юриста Олега Вікторовича по трудових відносинах, рекомендую !",Happiness,Gratitude / Positive Feedback
"Не можуть визначити назву вулиці, припустилися помилки в документі",Anger,Complaint / Dissatisfaction
"Вирішили піднятися на Ратушу подивитись Львів. Вхід коштував 40 грн. Дісталися на верх ми, звичайно, важко, але воно того явно коштувало! Вигляд на старе місто відкрився красивий! Однозначно must visit!",Happiness,Gratitude / Positive Feedback
Уроди їбані трубку неберуть місяці звоню інвалід війни другої групи з квітня живу по друзях за квартиру нема чим платити а вони пенсію не дають.,Anger,Complaint / Dissatisfaction
"Халатне відношення до мене.Я пенсіонер з інвалідністю.І не отримала цього місяця пенсію свою що належить мені по закону.Не
рекомендую.😭😭😭😭😭😭😭😭…",Sadness,Complaint / Dissatisfaction
Немало не дає покою невеличке питання що буде з пеклом Бахмута? Попри все наш президент Зеленський зарікався це місто не лишати. Буде таж сама історія як з Мариуполем?,Fear,Question / Request for Help
"Нічого не робиться для львів""ян, таке враження, що все тільки для туристів.",Anger,Complaint / Dissatisfaction
"Відучилася тут і можу написати тільки добре. Вчитися треба багато, але я вдячна викладачам, навіть минулого року в такій ситуації намагалися робити для нас все можливе.",Happiness,Gratitude / Positive Feedback
"Ларисо, уточніть, будь ласка, в якій області розташована нерухомість?",Neutral,Question / Request for Help
"Графік роботи до 18:00,.  Прийшли 16:45 вже пізно не пускають, додзвонитися на телефон не можливо постійно зайнято, дурдом....",Anger,Complaint / Dissatisfaction
"Почитавши масу позитивних відгуків про віт клініці, вирішила скористатися послугами та довірити мою улюбленицю професіоналам. І тепер можу точно сказати, що вет клініка дійсно заслуговує на винятково хороші відгуки. Привітний персонал…",Happiness,Gratitude / Positive Feedback
"Головне місце, яке потрібно на 100% відвідати у Львові. Коли стоїш на оглядовому майданчику ратуші, то здається, що ти пригнув з парашутом.",Happiness,Gratitude / Positive Feedback
"Вибачте, але РОЗВОДЯТЬ ЛЮДЕЙ !!!
Прийшли з мамою робити їй паспорт, ціна за не терміновий 1900 грн, я спочатку не зрозуміла, на сайті будинку дивилася була ціна 1400, підходжу до дівчини кажу…",Anger,Complaint / Dissatisfaction
"Добрий день, можете написати будь ласка в особисті повідомлення ваш номер телефону, щоб я міг перевірити інформацію щодо вашого менеджера.",Neutral,Question / Request for Help
Була на прийомі у Станіслава Васильовича. Консультація на вищому рівні! Професіонал своєї справи! Велика Вам подяка!,Happiness,Gratitude / Positive Feedback
"Дуже шикарний університет, просто казковий, гордість міста",Happiness,Gratitude / Positive Feedback
ДЯКУЄМО ЗА ВАШУ ПРАЦЮ!!! НАСНАГИ!!! ХАЙ ЩАСТИТЬ ВАМ!!!  :),Happiness,Gratitude / Positive Feedback
Дякую паспортному сервізу за високе обслуговування та увагу до клієнтів. Особливо дякую Катерині Рижковій. Вона оформляла документи для чоловіка. Це було дуже професійно.  Ще раз дякую.,Happiness,Gratitude / Positive Feedback
Приємні адвокати все швидко роблять. Звернеться з питань щодо розлучення. Рішення було у мене на руках через 2 місяці,Happiness,Gratitude / Positive Feedback
"Дякуємо великому адміну і дівчині Катерині! Були з двома дітками маленькими, переживали, що будемо в загальній черзі чекати на свій номерок, але все пройшло на одну мить, ми навіть не очікували, що нам в перших рядах запустять) спасибі, за людяність!",Happiness,Gratitude / Positive Feedback
"Скористалися послугами фірми, а саме замовляли кадастровий номер та приватизацію землі у Харкові. Все зроблено, як і було зазначено. Рекомендуємо👍…",Happiness,Gratitude / Positive Feedback
"Дуже сподобався персонал , все швидко та зручно без великих черг , дякую !",Happiness,Gratitude / Positive Feedback
"Повністю негативні
Сумно , що такі люди працюють у ЗАКСі",Sadness,Complaint / Dissatisfaction
"Чудове місце. Центральний корпус університету - це не тільки пам'ятка архітектури, історії, наша культурна спадщина і наукове сьогодення та майбутнє освіти. Це ще й осередок духовного життя Буковини - дві діючі православні церкви на…",Happiness,Gratitude / Positive Feedback
Рекомендую юриста Станіслава Васильовича! Кваліфікований військовий юрист!,Happiness,Gratitude / Positive Feedback
"Отримала допомогу у справі визнання факту смерті людини на окупованій території України від Валерії Юріївни. Дуже вдячна за  компетентну допомогу, ввічливість, швидкість і професійність.",Happiness,Gratitude / Positive Feedback
"Вчуся вже півтора місяці і нема на що скаржитися, вчитель дуже хороший, у мене таке відчуття, що вчитися легко, ніж вчитися самому",Happiness,Gratitude / Positive Feedback
"Я не можу увійти в системуЄвідновлення вибиває,що пошкоджене житло не реєгестроване,чому? Реєгестрація єсть і в Дію було подано заява.",Anger,Question / Request for Help
"Поруч із державним прапором важить прапор не зрозумій чого, у місті героїв.",Disgust,Complaint / Dissatisfaction
"В академії гарні викладачі: товариські, молоді, але попри це професійні. Цікава та доступна програма: багато цікавих (і не дуже) та корисних (і не дуже) тем. Закінчив малу академію майже без проблем, тепер перейшов до старшої в іншій…",Happiness,Gratitude / Positive Feedback
"Хамка інпектор. Запізнилася з обіду, затягувала прийом документів і виготовлення свідоцтва про смерть. Коли їй так нічого і не заплатили, то обслужила в останню чергу і видрукувала текст між рядками.",Anger,Complaint / Dissatisfaction
"Задоволена що звернулася до автоадвоката, допоміг мені у суді.рекомендую!",Happiness,Gratitude / Positive Feedback
"Просто максимально ужасний навчальний заклад, викладачі викладають застаріло, досить часто хамлять та зачасту можуть висміяти при всіх і це коледж який готує фахівців(який приклад подають?), адміністрація це взагалі окремий кадр таке…",Anger,Complaint / Dissatisfaction
Дуже кваліфіковані фахівці. Проконсультували чітко та зрозуміло. Дякую Ірені Найді та Зоряну Павліву,Happiness,Gratitude / Positive Feedback
"Найбільший та найпрестижніший у місті Харків університет.
У будівлі університету розташовано два банкомати з написом «Укрсиббанк».",Neutral,Neutral Comment
Доброго дня. Потрібно відновити id картку. Чи можу я це зробити через дію?,Neutral,Question / Request for Help
"За спеціальністю роботи нема.
Просив направити на навчання за затребуваними спеціальності - не направляють. Жах.",Anger,Complaint / Dissatisfaction
"Прагнуть до того, щоб країна була paperless, але не до кінця доробляють свої реформи. Тепер не можемо отримати соціальну допомогу через некомпетентність міністерства цифрової трансформації.",Anger,Complaint / Dissatisfaction
"Рекомендую піднятися на вежу, сама ратуша гарна, доглянута, туалети є - чисто.",Happiness,Suggestion / Idea
Дуже рекомендую: добросовісно виконують роботу за адекватні кошти. Респект!,Happiness,Gratitude / Positive Feedback
"Записались без проблем. Додзвонитись в відділ прописки не вийшло. Приїхали на реєстрацію, відправили до воєнкомату!",Anger,Complaint / Dissatisfaction
Чекати в черзі до 2х годин а туалет закрили для відвідувачів.,Anger,Complaint / Dissatisfaction
"Хотів би туди не ходити, але доводиться.
Захистити права права можна спробувати тільки в суді.
Іноді виходить! Коли судді судять згідно із законом, а не за домовленістю!",Anger,Complaint / Dissatisfaction
"Підкажіть будь ласка, яким чином можна змінити заявку з повністю зруйнованого на частоко зруйноване майно?",Neutral,Question / Request for Help
"Ввічливий персонал, документи видали вчасно. Дуже сподобалося ставлення та оперативність.",Happiness,Gratitude / Positive Feedback
"Зверталась до Романа Володимировича з сімейного питання, яке довго не могла вирішити самостійно. Отримала кваліфіковану юридичну допомогу, чіткі поради та щире бажання допомогти. Все було пояснено зрозуміло, без зайвих формальностей, але з…",Happiness,Gratitude / Positive Feedback
"Закінчив його у 2011 році, залишилися приємні спогади",Happiness,Gratitude / Positive Feedback
"Чудова школа :-) Вiдмiннi вчителi:-) супер:-)
Дякую Галинi Олександрiвнi!",Happiness,Gratitude / Positive Feedback
Період навчання в Ржищівському педагогічному училищі (нині Ржищівський гуманітарний коледж)  я вважаю одним з найкращих у моєму житті. Адже саме тут керівники та викладачі зуміли поєднати навчання із цікавими заходами. Саме завдяки цьому…,Happiness,Gratitude / Positive Feedback
"Це чудова новина! А що з бізнесом? В мене є зруйнована комерція, я це відшкодувати?",Sadness,Question / Request for Help
"Коледж подобатися, на навчанні все добре, ходить багато людей, група активна. в гуртожитку все добре, все подобатися",Happiness,Gratitude / Positive Feedback
"Рекомендую досвідченого юриста Олександра Павловича, допоміг і зробив право простим, зрозумілим та доступним, зробив безкоштовну оцінку ситуації та знайшов можливий шлях вирішення моєї проблеми.",Happiness,Gratitude / Positive Feedback
Хтось повинен робити і брудну роботу! Замість ганити працівників. Почніть з себе!,Anger,Complaint / Dissatisfaction
"Під'їзд через район з ямами, паркувальних місць мало",Anger,Complaint / Dissatisfaction
"Володимире, для того, щоб нотаріуси могли приймати ID-карту та закордонний біометричний паспорт в Дії, необхідно внести зміни до порядку вчинення нотаріальних дій нотаріусами.  Тож очікуємо разом з вами, коли й нотаріуси матимуть змогу приймати документи з Дії!",Neutral,Suggestion / Idea
"Робила зняття з місця проживання в адміністратора Інни Каланбет. Дякую за професіоналізм, фаховість, оперативність, ввічливість та привітність.",Happiness,Gratitude / Positive Feedback
"Я ходив до академії 3 роки, потім пішов до школи все круто.",Happiness,Gratitude / Positive Feedback
Не хочуть приймати тварин. Мовляв їх там одразу приспать.,Sadness,Complaint / Dissatisfaction
Чудове місце з давньою історією. Щоб потрапити всередину треба взяти екскурсію (коштувала 60 грн з дорослого). Краса і розкіш вражає! Рекомендую відвідати.,Happiness,Gratitude / Positive Feedback
"Доброго вечора,  Радимо подати заяву про пошкоджене майно в застосунку. Розділ Послуги — єВідновлення — Подати заяву про виплату.",Neutral,Suggestion / Idea
"Всім рекомендую!
Василевська І.О., - все грамотно, чітко та швидко!
Хороша організація угоди завжди можна зателефонувати, уточнити,…",Happiness,Gratitude / Positive Feedback
"Чудове місце для тварин! Персонал адекватний, чисто, доглянуто.  Ціни адекватні.",Happiness,Gratitude / Positive Feedback
Звернулась зі своєю проблемою до організації.Дуже задоволена роботою Валерії Юріївни.Дякую.,Happiness,Gratitude / Positive Feedback
"Дочекатися черги майже не можливо, приймаюсь кожного повільно та довго. Прийшла о 10, була перша в черзі, але всередині хтось вже був. Як результат зайшла до кабінету о 11:10. В 10 починають працювати, в 11:30 - вже перерва на обід на 2 години",Anger,Complaint / Dissatisfaction
"Рекомендую юриста Станіслава Васильовича!
Надав розгорнуту та чітку інформацію.",Happiness,Gratitude / Positive Feedback
"Увага!!!! Корупція в великих масштабах!!!
Стояли в черзі, талонів на прийом немає, охоронник в приміщення не пускає, замерзли дуже, зате поки стояли дізналися всі розцінки на хабарі за здачу звітів по…",Anger,Complaint / Dissatisfaction
